Observation id,DE18064,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1713.180,,,,,,
Total length (s),1713.180,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,705.211,705.211,NA,NA,NA,41.2
No focal subject,on syringe,-,1,94.54,94.54,NA,NA,NA,5.5
No focal subject,rock,-,0,0,0,NA,-,-,-
No focal subject,leaves,-,1,899.925,899.925,NA,NA,NA,52.5
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,,0,0,0,NA,NA,NA,-
No focal subject,leaf jump,-,6,0,0,0,96.909,111.672,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,-,4,0,0,0,167.082,165.364,-
No focal subject,wall,-,0,0,0,NA,-,-,-
