Observation id,EB18022,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1531.290,,,,,,
Total length (s),1531.290,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,340.266,340.266,NA,NA,NA,22.2
No focal subject,on syringe,-,1,274.719,274.719,NA,NA,NA,17.9
No focal subject,rock,-,0,0,0,NA,-,-,-
No focal subject,leaves,-,1,899.882,899.882,NA,NA,NA,58.8
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,,0,0,0,NA,NA,NA,-
No focal subject,leaf jump,-,1,0,0,0,NA,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
