Observation id,DE1882,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1200.750,,,,,,
Total length (s),1200.750,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,598.599,598.599,NA,NA,NA,49.9
No focal subject,on syringe,-,1,3.855,3.855,NA,NA,NA,0.3
No focal subject,rock,-,0,0,0,NA,-,-,-
No focal subject,leaves,-,1,590.582,590.582,NA,NA,NA,49.2
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,,0,0,0,NA,NA,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
