Observation id,MR18011,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1302.180,,,,,,
Total length (s),1302.180,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,115.67,115.67,NA,NA,NA,8.9
No focal subject,on syringe,-,1,85.789,85.789,NA,NA,NA,6.6
No focal subject,rock,-,1,900.769,900.769,NA,NA,NA,69.2
No focal subject,leaves,-,0,0,0,NA,-,-,-
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,-,1,0,0,0,NA,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,-,3,0,0,0,42.413,29.991,-
No focal subject,wall,-,0,0,0,NA,-,-,-
