Observation id,DE18054,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1514.400,,,,,,
Total length (s),1514.400,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,79.863,79.863,NA,NA,NA,5.3
No focal subject,on syringe,-,1,521.497,521.497,NA,NA,NA,34.4
No focal subject,rock,-,0,0,0,NA,-,-,-
No focal subject,leaves,-,0,0,0,NA,-,-,-
No focal subject,sand,-,1,900.4,900.4,NA,NA,NA,59.5
No focal subject,rock jump,,0,0,0,NA,NA,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,-,1,0,0,0,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
