Observation id,DE18089,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1041.470,,,,,,
Total length (s),1041.470,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,123.382,123.382,NA,NA,NA,11.8
No focal subject,on syringe,-,2,7.71,3.855,1.363,266.045,NA,0.7
No focal subject,rock,-,13,283.089,21.776,19.9,45.915,39.383,27.2
No focal subject,leaves,-,18,548.87,30.493,30.181,19.355,17.977,52.7
No focal subject,sand,-,6,60.37,10.062,5.097,163.541,141.517,5.8
No focal subject,rock jump,-,35,0,0,0,24.192,35.723,-
No focal subject,leaf jump,-,45,0,0,0,19.756,24.552,-
No focal subject,sand jump,-,7,0,0,0,146.346,156.011,-
No focal subject,wall jump,-,18,0,0,0,47.629,49.872,-
No focal subject,wall,-,0,0,0,NA,-,-,-
