Observation id,EB18046,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1514.740,,,,,,
Total length (s),1514.740,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,599.563,599.563,NA,NA,NA,39.6
No focal subject,on syringe,-,1,2.891,2.891,NA,NA,NA,0.2
No focal subject,rock,-,1,21.301,21.301,NA,NA,NA,1.4
No focal subject,leaves,-,2,871.179,435.589,134.808,28.689,NA,57.5
No focal subject,sand,-,1,7.385,7.385,NA,NA,NA,0.5
No focal subject,rock jump,-,1,0,0,0,NA,NA,-
No focal subject,leaf jump,-,3,0,0,0,242.608,178.682,-
No focal subject,sand jump,-,1,0,0,0,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
