Observation id,EB18157,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1609.500,,,,,,
Total length (s),1609.500,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,60.308,60.308,NA,NA,NA,3.7
No focal subject,on syringe,-,1,606.349,606.349,NA,NA,NA,37.7
No focal subject,rock,-,0,0,0,NA,-,-,-
No focal subject,leaves,-,1,423.677,423.677,NA,NA,NA,26.3
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,,0,0,0,NA,NA,NA,-
No focal subject,leaf jump,-,2,0,0,0,223.978,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,-,1,0,0,0,NA,NA,-
No focal subject,wall,-,1,476.738,476.738,NA,NA,NA,29.6
