Observation id,DE18097,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1093.700,,,,,,
Total length (s),1093.700,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,0,0,0,NA,-,-,-
No focal subject,on syringe,-,1,160.011,160.011,NA,NA,NA,14.6
No focal subject,rock,-,1,141.49,141.49,NA,NA,NA,12.9
No focal subject,leaves,-,1,634.264,634.264,NA,NA,NA,58.0
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,-,4,0,0,0,24.96,8.309,-
No focal subject,leaf jump,-,2,0,0,0,19.279,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,-,4,0,0,0,97.303,93.081,-
No focal subject,wall,-,1,124.346,124.346,NA,NA,NA,11.4
