Observation id,DE18120,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1523.990,,,,,,
Total length (s),1523.990,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,613.118,613.118,NA,NA,NA,40.2
No focal subject,on syringe,-,0,0,0,NA,-,-,-
No focal subject,rock,-,1,571.82,571.82,NA,NA,NA,37.5
No focal subject,leaves,-,0,0,0,NA,-,-,-
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,-,2,0,0,0,496.753,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,-,2,0,0,0,36.25,NA,-
No focal subject,wall,-,1,328.18,328.18,NA,NA,NA,21.5
