Observation id,MR18053,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1516.310,,,,,,
Total length (s),1516.310,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,600.527,600.527,NA,NA,NA,39.6
No focal subject,on syringe,-,1,0.963,0.963,NA,NA,NA,0.1
No focal subject,rock,-,0,0,0,NA,-,-,-
No focal subject,leaves,-,0,0,0,NA,-,-,-
No focal subject,sand,-,1,899.766,899.766,NA,NA,NA,59.3
No focal subject,rock jump,,0,0,0,NA,NA,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,-,1,0,0,0,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
