Observation id,DE18016,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1510.020,,,,,,
Total length (s),1510.020,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,514.014,514.014,NA,NA,NA,34.0
No focal subject,on syringe,-,1,84.583,84.583,NA,NA,NA,5.6
No focal subject,rock,-,1,899.838,899.838,NA,NA,NA,59.6
No focal subject,leaves,-,0,0,0,NA,-,-,-
No focal subject,sand,-,0,0,0,NA,-,-,-
No focal subject,rock jump,-,1,0,0,0,NA,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,,0,0,0,NA,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
