Observation id,EB18100,,,,,,,,
,,,,,,,,,
Independent variables,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Analysis from,0.000,to,1515.190,,,,,,
Total length (s),1515.190,,,,,,,,
,,,,,,,,,
Time budget,,,,,,,,,
subject,behavior,modifiers,number,duration,duration_mean,duration_stdev,inter_duration_mean,inter_duration_stdev,% of total length
No focal subject,in syringe,-,1,6.999,6.999,NA,NA,NA,0.5
No focal subject,on syringe,-,1,597.566,597.566,NA,NA,NA,39.4
No focal subject,rock,-,1,900.183,900.183,NA,NA,NA,59.4
No focal subject,leaves,-,0,0,0,NA,-,-,-
No focal subject,sand,-,1,1.014,1.014,NA,NA,NA,0.1
No focal subject,rock jump,-,1,0,0,0,NA,NA,-
No focal subject,leaf jump,,0,0,0,NA,NA,NA,-
No focal subject,sand jump,-,1,0,0,0,NA,NA,-
No focal subject,wall jump,,0,0,0,NA,NA,NA,-
No focal subject,wall,-,0,0,0,NA,-,-,-
